,,,
Description,Position/ Level,Quantity,Unit
63 x 100mm,8,1,m
63 x 125mm,9,1,m
63 x 125mm,9,1,m
63 x 125mm,9,1,m
63 x 125mm,9,1,m
63 x 150mm,10,1,m
63 x 150mm,10,1,m
63 x 150mm,10,1,m
63 x 150mm,10,1,m
Wrought softwood once rebated and once grooved jambs or heads,3,,
50 x 100mm,1,1,m
50 x 100mm,1,1,m
50 x 100mm,1,1,m
50 x 100mm,1,1,m
50 x 125mm,2,1,m
50 x 125mm,2,1,m
50 x 125mm,2,1,m
50 x 125mm,2,1,m
50 x 150mm,3,1,m
50 x 150mm,3,1,m
50 x 150mm,3,1,m
50 x 150mm,3,1,m
63 x 75mm,4,1,m
63 x 75mm,4,1,m
63 x 75mm,4,1,m
63 x 75mm,4,1,m
63 x 100mm,5,1,m
63 x 100mm,5,1,m
63 x 100mm,5,1,m
63 x 100mm,5,1,m
63 x 125mm,6,1,m
63 x 125mm,6,1,m
63 x 125mm,6,1,m
63 x 125mm,6,1,m
63 x 150mm,7,1,m
63 x 150mm,7,1,m
63 x 150mm,7,1,m
63 x 150mm,7,1,m
"Wrought softwood once sunk weathered, once rebated and three times grooved cills",4,,
63 x 75mm,1,1,m
63 x 75mm,1,1,m
75 x 150mm,2,1,m
75 x 150mm,2,1,m
Wrought softwood mullions or transoms,5,,
32 x 63mm,1,1,m
32 x 63mm,1,1,m
32 x 100mm,2,1,m
32 x 100mm,2,1,m
32 x 150mm,3,1,m
32 x 150mm,3,1,m
Wrought softwood twice rebated mullions or transoms,6,,
38 x 115mm,1,1,m
38 x 115mm,1,1,m
38 x 150mm,2,1,m
38 x 150mm,2,1,m
50 x 100mm,3,1,m
50 x 100mm,3,1,m
63 x 115mm,4,1,m
63 x 115mm,4,1,m
63 x 150mm,5,1,m
63 x 150mm,5,1,m
Standard hardwood external door frames,11,,
JELD-WEN or equivalent hardwood external door frames; standard cills; heavy duty PVCu waterbar; for 762 x 1981mm doors,1,,
856 x 2079mm; opening inward; weatherstripped,1,1,nr
856 x 2079mm; opening inward; weatherstripped,1,1,nr
856 x 2079mm; opening inward; weatherstripped,1,1,nr
856 x 2079mm; opening inward; weatherstripped,1,1,nr
856 x 2035mm; opening inward and outward; weatherstripped,2,1,nr
856 x 2035mm; opening inward and outward; weatherstripped,2,1,nr
856 x 2035mm; opening inward and outward; weatherstripped,2,1,nr
856 x 2035mm; opening inward and outward; weatherstripped,2,1,nr
FE127RH; 1275 x 2100mm,3,1,nr
FE127RH; 1275 x 2100mm,3,1,nr
FE127RH; 1275 x 2100mm,3,1,nr
FE127RH; 1275 x 2100mm,3,1,nr
FE135RH; 1350 x 2100mm,4,1,nr
FE135RH; 1350 x 2100mm,4,1,nr
FE135RH; 1350 x 2100mm,4,1,nr
FE135RH; 1350 x 2100mm,4,1,nr
FE127FH; 1275 x 2100mm,5,1,nr
FE127FH; 1275 x 2100mm,5,1,nr
FE127FH; 1275 x 2100mm,5,1,nr
FE127FH; 1275 x 2100mm,5,1,nr
FE135FH; 1350 x 2100mm,6,1,nr
FE135FH; 1350 x 2100mm,6,1,nr
FE135FH; 1350 x 2100mm,6,1,nr
FE135FH; 1350 x 2100mm,6,1,nr
FED165PPH; 1650 x 2100mm,7,1,nr
FED165PPH; 1650 x 2100mm,7,1,nr
FED165PPH; 1650 x 2100mm,7,1,nr
FED165PPH; 1650 x 2100mm,7,1,nr
FED180PPH; 1800 x 2100mm,8,1,nr
FED180PPH; 1800 x 2100mm,8,1,nr
FED180PPH; 1800 x 2100mm,8,1,nr
FED180PPH; 1800 x 2100mm,8,1,nr
FED165RRH; 1650 x 2100mm,9,1,nr
FED165RRH; 1650 x 2100mm,9,1,nr
FED165RRH; 1650 x 2100mm,9,1,nr
FED165RRH; 1650 x 2100mm,9,1,nr
FED180RRH; 1800 x 2100mm,10,1,nr
FED180RRH; 1800 x 2100mm,10,1,nr
FED180RRH; 1800 x 2100mm,10,1,nr
FED180RRH; 1800 x 2100mm,10,1,nr
FED165FFH; 1650 x 2100mm,11,1,nr
FED165FFH; 1650 x 2100mm,11,1,nr
FED165FFH; 1650 x 2100mm,11,1,nr
FED165FFH; 1650 x 2100mm,11,1,nr
FED180FFH; 1800 x 2100mm,12,1,nr
FED180FFH; 1800 x 2100mm,12,1,nr
FED180FFH; 1800 x 2100mm,12,1,nr
FED180FFH; 1800 x 2100mm,12,1,nr
JELD-WEN or equivalent hardwood external door frames; standard cill; heavy duty PVCu waterbar; for 838 x 1981mm doors,2,,
932 x 2079mm; opening inward; weatherstripped,1,1,nr
932 x 2079mm; opening inward; weatherstripped,1,1,nr
932 x 2079mm; opening inward; weatherstripped,1,1,nr
932 x 2079mm; opening inward; weatherstripped,1,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening inward and outward; weatherstripped,3,1,nr
932 x 2079mm; opening inward and outward; weatherstripped,3,1,nr
932 x 2079mm; opening inward and outward; weatherstripped,3,1,nr
932 x 2079mm; opening inward and outward; weatherstripped,3,1,nr
JELD-WEN or equivalent hardwood external door frames; standard cills; heavy duty PVCu waterbar; for 807 x 2000mm doors,3,,
900 x 2100mm; opening inward; weatherstripped,1,1,nr
900 x 2100mm; opening inward; weatherstripped,1,1,nr
900 x 2100mm; opening inward; weatherstripped,1,1,nr
900 x 2100mm; opening inward; weatherstripped,1,1,nr
900 x 2100mm; opening outward weatherstripped,2,1,nr
900 x 2100mm; opening outward weatherstripped,2,1,nr
900 x 2100mm; opening outward weatherstripped,2,1,nr
900 x 2100mm; opening outward weatherstripped,2,1,nr
900 x 2100mm; opening inward and outward; weatherstripped,3,1,nr
900 x 2100mm; opening inward and outward; weatherstripped,3,1,nr
900 x 2100mm; opening inward and outward; weatherstripped,3,1,nr
900 x 2100mm; opening inward and outward; weatherstripped,3,1,nr
Standard hardwood door frames,12,,
JELD-WEN or equivalent hardwood side lights; fitting to external frames (measured separately),1,,
257mm wide,1,1,nr
257mm wide,1,1,nr
257mm wide,1,1,nr
257mm wide,1,1,nr
332mm wide,2,1,nr
332mm wide,2,1,nr
332mm wide,2,1,nr
332mm wide,2,1,nr
407mm wide,3,1,nr
407mm wide,3,1,nr
407mm wide,3,1,nr
407mm wide,3,1,nr
482mm wide,4,1,nr
482mm wide,4,1,nr
482mm wide,4,1,nr
482mm wide,4,1,nr
557mm wide,5,1,nr
557mm wide,5,1,nr
557mm wide,5,1,nr
557mm wide,5,1,nr
"Hardwood jambs, heads, cills, mullions, transoms or the like",13,,
Wrought hardwood; Sapele; plain jambs or heads,1,,
20 x 68mm,1,1,m
20 x 68mm,1,1,m
20 x 68mm,1,1,m
20 x 68mm,1,1,m
20 x 93mm,2,1,m
20 x 93mm,2,1,m
20 x 93mm,2,1,m
20 x 93mm,2,1,m
20 x 118mm,3,1,m
20 x 118mm,3,1,m
20 x 118mm,3,1,m
20 x 118mm,3,1,m
20 x 143mm,4,1,m
20 x 143mm,4,1,m
20 x 143mm,4,1,m
20 x 143mm,4,1,m
26 x 56mm,5,1,m
26 x 56mm,5,1,m
26 x 56mm,5,1,m
26 x 56mm,5,1,m
26 x 93mm,6,1,m
26 x 93mm,6,1,m
26 x 93mm,6,1,m
26 x 93mm,6,1,m
26 x 118mm,7,1,m
26 x 118mm,7,1,m
26 x 118mm,7,1,m
26 x 118mm,7,1,m
26 x 143mm,8,1,m
26 x 143mm,8,1,m
26 x 143mm,8,1,m
26 x 143mm,8,1,m
44 x 56mm,9,1,m
44 x 56mm,9,1,m
44 x 56mm,9,1,m
44 x 56mm,9,1,m
44 x 68mm,10,1,m
44 x 68mm,10,1,m
44 x 68mm,10,1,m
44 x 68mm,10,1,m
44 x 93mm,11,1,m
44 x 93mm,11,1,m
44 x 93mm,11,1,m
44 x 93mm,11,1,m
44 x 118mm,12,1,m
44 x 118mm,12,1,m
44 x 118mm,12,1,m
44 x 118mm,12,1,m
44 x 143mm,13,1,m
44 x 143mm,13,1,m
44 x 143mm,13,1,m
44 x 143mm,13,1,m
Wrought hardwood; Sapele; once rebated jambs or heads,2,,
32 x 93mm,1,1,m
32 x 93mm,1,1,m
32 x 93mm,1,1,m
32 x 93mm,1,1,m
32 x 118mm,2,1,m
32 x 118mm,2,1,m
32 x 118mm,2,1,m
32 x 118mm,2,1,m
32 x 143mm,3,1,m
32 x 143mm,3,1,m
32 x 143mm,3,1,m
32 x 143mm,3,1,m
44 x 68mm,4,1,m
44 x 68mm,4,1,m
44 x 68mm,4,1,m
44 x 68mm,4,1,m
44 x 93mm,5,1,m
44 x 93mm,5,1,m
44 x 93mm,5,1,m
44 x 93mm,5,1,m
44 x 118mm,6,1,m
44 x 118mm,6,1,m
44 x 118mm,6,1,m
44 x 118mm,6,1,m
44 x 143mm,7,1,m
44 x 143mm,7,1,m
44 x 143mm,7,1,m
44 x 143mm,7,1,m
56 x 68mm,8,1,m
56 x 68mm,8,1,m
56 x 68mm,8,1,m
56 x 68mm,8,1,m
56 x 93mm,9,1,m
56 x 93mm,9,1,m
56 x 93mm,9,1,m
56 x 93mm,9,1,m
56 x 118mm,10,1,m
56 x 118mm,10,1,m
56 x 118mm,10,1,m
56 x 118mm,10,1,m
56 x 143mm,11,1,m
56 x 143mm,11,1,m
56 x 143mm,11,1,m
56 x 143mm,11,1,m
Wrought hardwood; Sapele; once rebated and once grooved jambs or heads,3,,
44 x 93mm,1,1,m
44 x 93mm,1,1,m
44 x 93mm,1,1,m
44 x 93mm,1,1,m
44 x 118mm,2,1,m
44 x 118mm,2,1,m
44 x 118mm,2,1,m
44 x 118mm,2,1,m
44 x 143mm,3,1,m
44 x 143mm,3,1,m
44 x 143mm,3,1,m
44 x 143mm,3,1,m
56 x 68mm,4,1,m
56 x 68mm,4,1,m
56 x 68mm,4,1,m
56 x 68mm,4,1,m
56 x 93mm,5,1,m
56 x 93mm,5,1,m
56 x 93mm,5,1,m
56 x 93mm,5,1,m
56 x 118mm,6,1,m
56 x 118mm,6,1,m
56 x 118mm,6,1,m
56 x 118mm,6,1,m
56 x 143mm,7,1,m
56 x 143mm,7,1,m
56 x 143mm,7,1,m
56 x 143mm,7,1,m
"Wrought hardwood; Sapele; once sunk weathered, once rebated and three times grooved cills",4,,
56 x 168mm,1,1,m
56 x 168mm,1,1,m
68 x 143mm,2,1,m
68 x 143mm,2,1,m
Wrought hardwood; Sapele; plain mullion or transoms,5,,
26 x 56mm,1,1,m
26 x 56mm,1,1,m
26 x 93mm,2,1,m
26 x 93mm,2,1,m
26 x 143mm,3,1,m
26 x 143mm,3,1,m
Wrought hardwood; Sapele; twice rebated mullions or transoms,6,,
32 x 118mm,1,1,m
32 x 118mm,1,1,m
32 x 143mm,2,1,m
32 x 143mm,2,1,m
44 x 93mm,3,1,m
44 x 93mm,3,1,m
56 x 118mm,4,1,m
56 x 118mm,4,1,m
56 x 143mm,5,1,m
56 x 143mm,5,1,m
Standard metal garage doors,14,,
Henderson galvanised steel up-and-over garage doors complete with all gear; to suit opening size,1,,
1981 x 1981mm; Merlin; canopy,1,1,nr
1981 x 1981mm; Merlin; canopy,1,1,nr
2134 x 1981mm; Merlin; canopy,2,1,nr
2134 x 1981mm; Merlin; canopy,2,1,nr
2286 x 1981mm; Merlin; canopy,3,1,nr
2286 x 1981mm; Merlin; canopy,3,1,nr
2438 x 1981mm; Merlin; canopy,4,1,nr
2438 x 1981mm; Merlin; canopy,4,1,nr
1981 x 2134mm; Merlin; canopy,5,1,nr
1981 x 2134mm; Merlin; canopy,5,1,nr
2134 x 2134mm; Merlin; canopy,6,1,nr
2134 x 2134mm; Merlin; canopy,6,1,nr
2286 x 2134mm; Merlin; canopy,7,1,nr
2286 x 2134mm; Merlin; canopy,7,1,nr
2438 x 2134mm; Merlin; canopy,8,1,nr
2438 x 2134mm; Merlin; canopy,8,1,nr
1981 x 1981mm; Regent; canopy,9,1,nr
1981 x 1981mm; Regent; canopy,9,1,nr
2134 x 1981mm; Regent; canopy,10,1,nr
2134 x 1981mm; Regent; canopy,10,1,nr
2286 x 1981mm; Regent; canopy,11,1,nr
2286 x 1981mm; Regent; canopy,11,1,nr
2438 x 1981mm; Regent; canopy,12,1,nr
2438 x 1981mm; Regent; canopy,12,1,nr
1981 x 2134mm; Regent; canopy,13,1,nr
1981 x 2134mm; Regent; canopy,13,1,nr
2134 x 2134mm; Regent; canopy,14,1,nr
2134 x 2134mm; Regent; canopy,14,1,nr
2286 x 2134mm; Regent; canopy,15,1,nr
2286 x 2134mm; Regent; canopy,15,1,nr
2438 x 2134mm; Regent; canopy,16,1,nr
2438 x 2134mm; Regent; canopy,16,1,nr
2743 x 2134mm; Regent; canopy,17,1,nr
2743 x 2134mm; Regent; canopy,17,1,nr
2134 x 1981mm; Doric; canopy,18,1,nr
2134 x 1981mm; Doric; canopy,18,1,nr
2134 x 2134mm; Doric; canopy,19,1,nr
2134 x 2134mm; Doric; canopy,19,1,nr
4267 x 1981mm; Doric; tracked,20,1,nr
4267 x 1981mm; Doric; tracked,20,1,nr
4267 x 2134mm; Doric; tracked,21,1,nr
4267 x 2134mm; Doric; tracked,21,1,nr
2134 x 1981mm; Regent Chevron; canopy,22,1,nr
2134 x 1981mm; Regent Chevron; canopy,22,1,nr
2134 x 2134mm; Regent Chevron; canopy,23,1,nr
2134 x 2134mm; Regent Chevron; canopy,23,1,nr
4267 x 1981mm; Regent Chevron; canopy,24,1,nr
4267 x 1981mm; Regent Chevron; canopy,24,1,nr
4267 x 2134mm; Regent Chevron; canopy,25,1,nr
4267 x 2134mm; Regent Chevron; canopy,25,1,nr
Standard GRP and plastic coated garage doors,15,,
Henderson GRP up-and-over garage doors complete with all gear; to suit opening size,1,,
4267 x 1981mm; Consort; tracked,1,1,nr
4267 x 1981mm; Consort; tracked,1,1,nr
4267 x 2134mm; Consort; tracked,2,1,nr
4267 x 2134mm; Consort; tracked,2,1,nr
4267 x 1981mm; Caversham; tracked,3,1,nr
4267 x 1981mm; Caversham; tracked,3,1,nr
4267 x 2134mm; Caversham; tracked,4,1,nr
4267 x 2134mm; Caversham; tracked,4,1,nr
2134 x 1981mm; Consort; tracked,5,1,nr
2134 x 1981mm; Consort; tracked,5,1,nr
2134 x 2134mm; Consort; tracked,6,1,nr
2134 x 2134mm; Consort; tracked,6,1,nr
2134 x 1981mm; Caversham; tracked,7,1,nr
2134 x 1981mm; Caversham; tracked,7,1,nr
2134 x 2134mm; Caversham; tracked,8,1,nr
2134 x 2134mm; Caversham; tracked,8,1,nr
Henderson roller doors complete with all gear; HP 200 High Performance Plastisol finish; curtain width and height,2,,
2185 x 1829 - 2133mm,1,1,nr
2185 x 1829 - 2133mm,1,1,nr
2490 x 1829 - 2133mm,2,1,nr
2490 x 1829 - 2133mm,2,1,nr
2800 x 1829 - 2133mm,3,1,nr
2800 x 1829 - 2133mm,3,1,nr
3400 x 1829 - 2133mm,4,1,nr
3400 x 1829 - 2133mm,4,1,nr
4370 x 1829 - 2133mm,5,1,nr
4370 x 1829 - 2133mm,5,1,nr
5000 x 1829 - 2133mm,6,1,nr
5000 x 1829 - 2133mm,6,1,nr
2185 x 2160 - 2440mm,7,1,nr
2185 x 2160 - 2440mm,7,1,nr
2490 x 2160 - 2440mm,8,1,nr
2490 x 2160 - 2440mm,8,1,nr
2800 x 2160 - 2440mm,9,1,nr
2800 x 2160 - 2440mm,9,1,nr
3400 x 2160 - 2440mm,10,1,nr
3400 x 2160 - 2440mm,10,1,nr
4370 x 2160 - 2440mm,11,1,nr
4370 x 2160 - 2440mm,11,1,nr
5000 x 2160 - 2440mm,12,1,nr
5000 x 2160 - 2440mm,12,1,nr
2185 x 2465 - 2745mm,13,1,nr
2185 x 2465 - 2745mm,13,1,nr
2490 x 2465 - 2745mm,14,1,nr
2490 x 2465 - 2745mm,14,1,nr
2800 x 2465 - 2745mm,15,1,nr
2800 x 2465 - 2745mm,15,1,nr
3400 x 2465 - 2745mm,16,1,nr
3400 x 2465 - 2745mm,16,1,nr
4375 x 2465 - 2745mm,17,1,nr
4375 x 2465 - 2745mm,17,1,nr
5000 x 2465 - 2745mm,18,1,nr
5000 x 2465 - 2745mm,18,1,nr
2185 x 2770 - 3000mm,19,1,nr
2185 x 2770 - 3000mm,19,1,nr
2490 x 2770 - 3000mm,20,1,nr
2490 x 2770 - 3000mm,20,1,nr
2800 x 2770 - 3000mm,21,1,nr
2800 x 2770 - 3000mm,21,1,nr
3400 x 2770 - 3000mm,22,1,nr
3400 x 2770 - 3000mm,22,1,nr
4370 x 2770 - 3000mm,23,1,nr
4370 x 2770 - 3000mm,23,1,nr
5000 x 2770 - 3000mm,24,1,nr
5000 x 2770 - 3000mm,24,1,nr
Henderson roller shutter garage doors; accessories,3,,
heavy duty remote control,1,1,nr
dual remote control,2,1,nr
external manual release and electric key switch,3,1,nr
two function transmitter,4,1,nr
Mastic pointing,16,,
Pointing frames one side with mastic sealant,1,,
standard,1,1,m
standard,1,1,m
coloured,2,1,m
coloured,2,1,m
"L30: STAIRS, WALKWAYS AND BALUSTRADES",3,,
"Staircases, handrails and balustrades",1,,
JELD-WEN or equivalent standard stock flight staircase; closed riser straight flight unit; 13 riser; 855mm overall width; total rise 2600mm; model ref,1,,
STAIR M; Paraná pine strings and treads,1,1,nr
STAIR M; Paraná pine strings and treads,1,1,nr
STAIR WM; whitewood/composite string and treads,2,1,nr
STAIR WM; whitewood/composite string and treads,2,1,nr
JELD-WEN or equivalent standard staircase; winder design; o/a size 2940 x 1027mm; newels and raking balustrade; 13 riser; total rise 2600mm; model ref,2,,
whitewood,1,1,nr
whitewood,1,1,nr
Paraná pine,2,1,nr
Paraná pine,2,1,nr
hardwood,3,1,nr
hardwood,3,1,nr
Handrails,3,,
50mm dia; softwood mopstick,1,1,m
50mm dia; softwood mopstick,1,1,m
50mm dia; softwood mopstick,1,1,m
50mm dia; hardwood mopstick,2,1,m
50mm dia; hardwood mopstick,2,1,m
50mm dia; hardwood mopstick,2,1,m
50 x 75mm; softwood moulded,3,1,m
50 x 75mm; softwood moulded,3,1,m
50 x 75mm; softwood moulded,3,1,m
50 x 75mm; hardwood moulded,4,1,m
50 x 75mm; hardwood moulded,4,1,m
50 x 75mm; hardwood moulded,4,1,m
75 x 100mm; softwood moulded,5,1,m
75 x 100mm; softwood moulded,5,1,m
75 x 100mm; softwood moulded,5,1,m
Balustrades; stair and landing kits; hemlock spindles and newels; string capping and moulded handrail; newel caps; type,4,,
square stair kit,1,1,nr
square stair kit,1,1,nr
square stair kit,1,1,nr
square stair kit,1,1,nr
square stair kit,1,1,nr
square stair kit,1,1,nr
square landing kit,2,1,nr
square landing kit,2,1,nr
square landing kit,2,1,nr
square landing kit,2,1,nr
square landing kit,2,1,nr
square landing kit,2,1,nr
Georgian stair kit,3,1,nr
Georgian stair kit,3,1,nr
Georgian stair kit,3,1,nr
Georgian stair kit,3,1,nr
Georgian stair kit,3,1,nr
Georgian stair kit,3,1,nr
Georgian landing kit,4,1,nr
Georgian landing kit,4,1,nr
Georgian landing kit,4,1,nr
Georgian landing kit,4,1,nr
Georgian landing kit,4,1,nr
Georgian landing kit,4,1,nr
"Newels, caps and accessories",5,,
82 x 82mm newel; turned softwood; 1500mm,1,1,nr
82 x 82mm newel; turned softwood; 1500mm,1,1,nr
82 x 82mm newel; turned softwood; 1500mm,1,1,nr
82 x 82mm newel; turned hardwood; 1500mm,2,1,nr
82 x 82mm newel; turned hardwood; 1500mm,2,1,nr
82 x 82mm newel; turned hardwood; 1500mm,2,1,nr
82 x 82mm newel; square softwood; 1500mm,3,1,nr
82 x 82mm newel; square softwood; 1500mm,3,1,nr
82 x 82mm newel; square softwood; 1500mm,3,1,nr
82 x 82mm newel; square hardwood; 1500mm,4,1,nr
82 x 82mm newel; square hardwood; 1500mm,4,1,nr
82 x 82mm newel; square hardwood; 1500mm,4,1,nr
caps to suit newels; softwood,5,1,nr
caps to suit newels; softwood,5,1,nr
caps to suit newels; hardwood,6,1,nr
caps to suit newels; hardwood,6,1,nr
L40: GENERAL GLAZING,4,,
Plain glazing,1,,
Clear sheet or float glass to wood with putty,1,,
3.00mm,1,1,m2
3.00mm,1,1,m2
3.00mm,1,1,m2
4.00mm,2,1,m2
4.00mm,2,1,m2
4.00mm,2,1,m2
5.00mm,3,1,m2
5.00mm,3,1,m2
5.00mm,3,1,m2
6.00mm,4,1,m2
6.00mm,4,1,m2
6.00mm,4,1,m2
10.00mm,5,1,m2
10.00mm,5,1,m2
10.00mm,5,1,m2
Clear sheet or float glass to wood with beads (beads measured separately),2,,
3.00mm,1,1,m2
3.00mm,1,1,m2
4.00mm,2,1,m2
4.00mm,2,1,m2
5.00mm,3,1,m2
5.00mm,3,1,m2
6.00mm,4,1,m2
6.00mm,4,1,m2
10.00mm,5,1,m2
10.00mm,5,1,m2
Georgian wired glass to wood with putty,3,,
6.00mm polished plate,1,1,m2
6.00mm polished plate,1,1,m2
6.00mm polished plate,1,1,m2
7.00mm cast glass,2,1,m2
7.00mm cast glass,2,1,m2
7.00mm cast glass,2,1,m2
Georgian wired glass to wood with beads (beads measured separately),4,,
6.00mm polished plate,1,1,m2
6.00mm polished plate,1,1,m2
7.00mm cast glass,2,1,m2
7.00mm cast glass,2,1,m2
Toughened safety glass to wood with putty,5,,
4.00mm,1,1,m2
4.00mm,1,1,m2
4.00mm,1,1,m2
5.00mm,2,1,m2
5.00mm,2,1,m2
5.00mm,2,1,m2
6.00mm,3,1,m2
6.00mm,3,1,m2
6.00mm,3,1,m2
10.00mm,4,1,m2
10.00mm,4,1,m2
10.00mm,4,1,m2
Toughened safety glass to wood with beads (beads measured separately),6,,
4.00mm,1,1,m2
4.00mm,1,1,m2
5.00mm,2,1,m2
5.00mm,2,1,m2
6.00mm,3,1,m2
6.00mm,3,1,m2
10.00mm,4,1,m2
10.00mm,4,1,m2
Clear laminated safety glass to wood with beads (beads measured separately),7,,
4.40mm,1,1,m2
4.40mm,1,1,m2
5.40mm,2,1,m2
5.40mm,2,1,m2
6.40mm,3,1,m2
6.40mm,3,1,m2
6.80mm,4,1,m2
6.80mm,4,1,m2
Clear laminated anti-bandit glass to wood with beads (beads measured separately),8,,
7.50mm,1,1,m2
7.50mm,1,1,m2
10.80mm,2,1,m2
10.80mm,2,1,m2
11.50mm,3,1,m2
11.50mm,3,1,m2
Antisun float glass to wood with putty,9,,
4.00mm,1,1,m2
4.00mm,1,1,m2
4.00mm,1,1,m2
6.00mm,2,1,m2
6.00mm,2,1,m2
6.00mm,2,1,m2
10.00mm,3,1,m2
10.00mm,3,1,m2
10.00mm,3,1,m2
Antisun float glass to wood with beads (beads measured separately),10,,
4.00mm,1,1,m2
4.00mm,1,1,m2
6.00mm,2,1,m2
6.00mm,2,1,m2
10.00mm,3,1,m2
10.00mm,3,1,m2
Extra over clear sheet or float glass for,11,,
white patterned glass; 4.00mm,1,1,m2
white patterned glass; 4.00mm,1,1,m2
white patterned glass; 6.00mm,2,1,m2
white patterned glass; 6.00mm,2,1,m2
tinted patterned glass; 4.00mm,3,1,m2
tinted patterned glass; 4.00mm,3,1,m2
tinted patterned glass; 6.00mm,4,1,m2
tinted patterned glass; 6.00mm,4,1,m2
Extra over toughened safety glass for,12,,
tempered safety glass; 4.00mm,1,1,m2
tempered safety glass; 4.00mm,1,1,m2
tempered safety glass; 6.00mm,2,1,m2
tempered safety glass; 6.00mm,2,1,m2
white patterned safety glass; 4.00mm,3,1,m2
white patterned safety glass; 4.00mm,3,1,m2
white patterned safety glass; 6.00mm,4,1,m2
white patterned safety glass; 6.00mm,4,1,m2
tinted patterned safety glass; 4.00mm,5,1,m2
tinted patterned safety glass; 4.00mm,5,1,m2
tinted patterned safety glass; 6.00mm,6,1,m2
tinted patterned safety glass; 6.00mm,6,1,m2
Special glazing,2,,
Hermetically sealed double glazing unit with non-setting compound and clipped beads; 4+10+4mm; clear low iron/clear low iron,1,,
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
Hermetically sealed double glazing unit with non-setting compound and clipped beads; 4+10+4mm; clear low iron/pattern,2,,
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
Hermetically sealed double glazing unit with non-setting compound and clipped beads; 4+10+4mm; clear low iron/Planitherm,3,,
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.35m2 - 0.50m2,4,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
0.25m2 - 0.35m2,5,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
not exceeding 0.25m2,6,1,m2
Hermetically sealed double glazing unit with non-setting compound and clipped beads; 4+10+4mm; clear/anti-sun toughened,4,,
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
1.00m2 - 2.00m2,1,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.75m2 - 1.00m2,2,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
0.50m2 - 0.75m2,3,1,m2
